	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	ensembl	external_gene	gene_biotype	description	chromosome_name	start_position	end_position	strand
ENSG00000109265	517.765076365799	4.82473925242685	0.283752159338452	17.0033569565616	7.75490520353117e-65	1.51742345091641e-61	KIAA1211	ENSG00000109265	KIAA1211	protein_coding	KIAA1211 [Source:HGNC Symbol;Acc:HGNC:29219]	4	56049073	56328625	1
ENSG00000106688	1800.62375045329	-3.75191583562128	0.223511984592432	-16.7861953463605	3.07965505403921e-63	5.52387461526166e-60	SLC1A1	ENSG00000106688	SLC1A1	protein_coding	solute carrier family 1 member 1 [Source:HGNC Symbol;Acc:HGNC:10939]	9	4490468	4587469	1
ENSG00000198795	1477.15294519634	4.43302756117701	0.264877084828757	16.736168642308	7.14410888922508e-63	1.18284461332062e-59	ZNF521	ENSG00000198795	ZNF521	protein_coding	zinc finger protein 521 [Source:HGNC Symbol;Acc:HGNC:24605]	18	25061924	25352190	-1
ENSG00000154319	424.933508449127	-5.84531426389992	0.36145490706537	-16.1716279116465	7.99573471990349e-59	1.2292871007943e-55	FAM167A	ENSG00000154319	FAM167A	protein_coding	family with sequence similarity 167 member A [Source:HGNC Symbol;Acc:HGNC:15549]	8	11421476	11475908	-1
ENSG00000133863	382.128616114242	7.81882777625511	0.50846448107745	15.3773332597132	2.32320972100957e-53	3.16548252531582e-50	TEX15	ENSG00000133863	TEX15	protein_coding	testis expressed 15, meiosis and synapsis associated [Source:HGNC Symbol;Acc:HGNC:11738]	8	30831544	30913003	-1
ENSG00000149294	4414.94078273624	-3.12834903830774	0.203449929560009	-15.3765058807013	2.35308123048937e-53	3.16548252531582e-50	NCAM1	ENSG00000149294	NCAM1	protein_coding	neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]	11	112961247	113278436	1
ENSG00000146938	378.638022628659	-5.16798245932092	0.339644674742448	-15.2158501034641	2.7759001588339e-52	3.51461617757299e-49	NLGN4X	ENSG00000146938	NLGN4X	protein_coding	neuroligin 4 X-linked [Source:HGNC Symbol;Acc:HGNC:14287]	X	5840637	6228867	-1
ENSG00000157890	889.451422067522	-3.35299914574812	0.221169815968604	-15.1602926966494	6.4780002288209e-52	7.74624871806339e-49	MEGF11	ENSG00000157890	MEGF11	protein_coding	multiple EGF like domains 11 [Source:HGNC Symbol;Acc:HGNC:29635]	15	65895079	66253747	-1
ENSG00000044524	1061.9676933938	-3.36941416729434	0.224098302766801	-15.0354292098347	4.30250591974163e-51	4.87405986402731e-48	EPHA3	ENSG00000044524	EPHA3	protein_coding	EPH receptor A3 [Source:HGNC Symbol;Acc:HGNC:3387]	3	89107621	89482134	1
ENSG00000249859	17404.6675726581	3.58381377265001	0.238692049102301	15.0143826999198	5.91095901600281e-51	6.36137409302223e-48	PVT1	ENSG00000249859	PVT1	lncRNA	Pvt1 oncogene [Source:HGNC Symbol;Acc:HGNC:9709]	8	127794526	128187101	1
ENSG00000162433	2474.73537696386	3.95652565722238	0.266310261708221	14.8568276409765	6.28307601533381e-50	6.43985372162119e-47	AK4	ENSG00000162433	AK4	protein_coding	adenylate kinase 4 [Source:HGNC Symbol;Acc:HGNC:363]	1	65147549	65232145	1
ENSG00000164197	6000.02515813068	-2.79430461303348	0.189272736984136	-14.7633761605491	2.52326642304959e-49	2.46867211316907e-46	RNF180	ENSG00000164197	RNF180	protein_coding	ring finger protein 180 [Source:HGNC Symbol;Acc:HGNC:27752]	5	64165843	64372869	1
ENSG00000007237	7454.16207541348	-2.80387565807704	0.192020144052762	-14.6019870566632	2.72777488124668e-48	2.55272289321537e-45	GAS7	ENSG00000007237	AC005747.1	protein_coding	growth arrest specific 7 [Source:NCBI gene;Acc:8522]	17	9910609	10198551	-1
ENSG00000186867	224.94136398836	5.04612800706906	0.353564115637116	14.2721723837161	3.26254816430772e-46	2.92596194535664e-43	QRFPR	ENSG00000186867	QRFPR	protein_coding	pyroglutamylated RFamide peptide receptor [Source:HGNC Symbol;Acc:HGNC:15565]	4	121329312	121381059	-1
ENSG00000231317	321.100955725302	4.02700816119146	0.283426557618298	14.2082950695636	8.13828061135724e-46	7.00673407515413e-43	NA	ENSG00000231317	AC091812.1	unprocessed_pseudogene	coiled-coil domain containing 144C (CCDC144C) pseudogene	7	55656768	55678490	-1
ENSG00000086289	569.361964608485	3.87722175002965	0.273588064059454	14.1717503771915	1.37041589419105e-45	1.1344935271757e-42	EPDR1	ENSG00000086289	EPDR1	protein_coding	ependymin related 1 [Source:HGNC Symbol;Acc:HGNC:17572]	7	37683843	37951936	1
ENSG00000130303	605.397933209562	-3.60746022932758	0.255131057718795	-14.1396357683106	2.16401520274101e-45	1.72512086014065e-42	BST2	ENSG00000130303	BST2	protein_coding	bone marrow stromal cell antigen 2 [Source:HGNC Symbol;Acc:HGNC:1119]	19	17402939	17405630	-1
ENSG00000181541	329.201713235365	-4.43142119349982	0.314463111226427	-14.0920223558718	4.25207965776974e-45	3.26863437692271e-42	MAB21L2	ENSG00000181541	MAB21L2	protein_coding	mab-21 like 2 [Source:HGNC Symbol;Acc:HGNC:6758]	4	150581922	150584693	1
ENSG00000151572	872.34437244858	-3.75296807931745	0.267952261790446	-14.0061071111707	1.43033241019019e-44	1.06160257920461e-41	ANO4	ENSG00000151572	ANO4	protein_coding	anoctamin 4 [Source:HGNC Symbol;Acc:HGNC:23837]	12	100717526	101128641	1
ENSG00000156453	3764.77873477731	-2.83293709778436	0.207349220652147	-13.6626368253245	1.69724776893934e-42	1.21771869928834e-39	PCDH1	ENSG00000156453	PCDH1	protein_coding	protocadherin 1 [Source:HGNC Symbol;Acc:HGNC:8655]	5	141853111	141879246	-1
ENSG00000162631	889.316180339703	-3.74769300258032	0.27504280727773	-13.6258535159438	2.81104455859246e-42	1.95177171223045e-39	NTNG1	ENSG00000162631	NTNG1	protein_coding	netrin G1 [Source:HGNC Symbol;Acc:HGNC:23319]	1	107140007	107483458	1
ENSG00000197321	576.785695678934	3.55700666935512	0.263992167288629	13.4739098734932	2.22750970339781e-41	1.49827871424795e-38	SVIL	ENSG00000197321	SVIL	protein_coding	supervillin [Source:HGNC Symbol;Acc:HGNC:11480]	10	29457338	29736781	-1
ENSG00000144339	1634.29394678913	-3.33484341352084	0.248484616251385	-13.4207238412984	4.57225367017136e-41	2.98221781808389e-38	TMEFF2	ENSG00000144339	TMEFF2	protein_coding	transmembrane protein with EGF like and two follistatin like domains 2 [Source:HGNC Symbol;Acc:HGNC:11867]	2	191949043	192194933	-1
ENSG00000100433	594.682104242103	-3.29233343561208	0.249284774167347	-13.2071180304093	7.98224750075966e-40	5.0532322119515e-37	KCNK10	ENSG00000100433	KCNK10	protein_coding	potassium two pore domain channel subfamily K member 10 [Source:HGNC Symbol;Acc:HGNC:6273]	14	88180103	88326907	-1
ENSG00000100342	1883.40374075001	-4.1431615155106	0.317542293946446	-13.0475895478961	6.55899341816463e-39	4.0335935523593e-36	APOL1	ENSG00000100342	APOL1	protein_coding	apolipoprotein L1 [Source:HGNC Symbol;Acc:HGNC:618]	22	36253010	36267530	1
ENSG00000131773	1220.30821353708	-3.54960515059337	0.277271318697293	-12.8019196766204	1.59947740756834e-37	9.56309770013914e-35	KHDRBS3	ENSG00000131773	KHDRBS3	protein_coding	KH RNA binding domain containing, signal transduction associated 3 [Source:HGNC Symbol;Acc:HGNC:18117]	8	135457456	135656722	1
ENSG00000104361	258.581896604444	3.5604526969278	0.278656447113687	12.7772127069258	2.1980646270257e-37	1.27867954140814e-34	NIPAL2	ENSG00000104361	NIPAL2	protein_coding	NIPA like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25854]	8	98189826	98294393	-1
ENSG00000134755	843.811298499253	3.10895722704496	0.246176403230667	12.6289814386957	1.46157854758567e-36	8.27868859427211e-34	DSC2	ENSG00000134755	DSC2	protein_coding	desmocollin 2 [Source:HGNC Symbol;Acc:HGNC:3036]	18	31058840	31102522	-1
ENSG00000173114	338.319142463712	3.86782825184852	0.307404038759679	12.5822297828439	2.64458330038108e-36	1.4595387424975e-33	LRRN3	ENSG00000173114	LRRN3	protein_coding	leucine rich repeat neuronal 3 [Source:HGNC Symbol;Acc:HGNC:17200]	7	111091006	111125454	1
ENSG00000164100	164.794779027263	-4.68088037719715	0.37452422434633	-12.498204583073	7.63563128598414e-36	4.10873319498806e-33	NDST3	ENSG00000164100	NDST3	protein_coding	N-deacetylase and N-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:7682]	4	118033618	118258634	1
ENSG00000148671	837.952101356399	-3.83556242229728	0.306984771459018	-12.4943084442523	8.01905578120057e-36	4.20980869840393e-33	ADIRF	ENSG00000148671	ADIRF	protein_coding	adipogenesis regulatory factor [Source:HGNC Symbol;Acc:HGNC:24043]	10	86968192	86983934	1
ENSG00000120162	317.917978231692	3.60005770183782	0.28948263614054	12.4361783830449	1.66270559356369e-35	8.52097028472975e-33	MOB3B	ENSG00000120162	MOB3B	protein_coding	MOB kinase activator 3B [Source:HGNC Symbol;Acc:HGNC:23825]	9	27325209	27529814	-1
ENSG00000112139	1679.30938272242	-2.81098233971739	0.226068356903964	-12.4342140501845	1.70408617842546e-35	8.5299420707976e-33	MDGA1	ENSG00000112139	MDGA1	protein_coding	MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:HGNC Symbol;Acc:HGNC:19267]	6	37630679	37699306	-1
ENSG00000186104	174.820293120627	4.74431431107278	0.383346623552686	12.376043036729	3.52287749630046e-35	1.72332761887207e-32	CYP2R1	ENSG00000186104	CYP2R1	protein_coding	cytochrome P450 family 2 subfamily R member 1 [Source:HGNC Symbol;Acc:HGNC:20580]	11	14877440	14892252	-1
ENSG00000259807	529.782240039676	3.88695571457218	0.314318316018368	12.3663035734292	3.9770646345167e-35	1.90227420429639e-32	NA	ENSG00000259807	AC009093.1	lncRNA	novel transcript	16	29215385	29221040	-1
ENSG00000140557	208.684422251961	-6.9857400198362	0.565024391279352	-12.3636078860574	4.11274759870339e-35	1.92440824596721e-32	ST8SIA2	ENSG00000140557	ST8SIA2	protein_coding	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10870]	15	92393881	92468728	1
ENSG00000144730	1720.29106786185	2.4746946933354	0.201569304567343	12.2771406025694	1.2017084062314e-34	5.50331313526055e-32	IL17RD	ENSG00000144730	IL17RD	protein_coding	interleukin 17 receptor D [Source:HGNC Symbol;Acc:HGNC:17616]	3	57089982	57170306	-1
ENSG00000120156	573.561252650963	-2.97094281325666	0.242496551880352	-12.2514847746063	1.64948033337218e-34	7.39654472822975e-32	TEK	ENSG00000120156	TEK	protein_coding	TEK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11724]	9	27109141	27230174	1
ENSG00000134258	159.651710339839	6.38987415107567	0.524909904320182	12.1732779253828	4.3140319007841e-34	1.89500454351994e-31	VTCN1	ENSG00000134258	VTCN1	protein_coding	V-set domain containing T cell activation inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28873]	1	117143587	117210960	-1
ENSG00000150893	10887.6083799173	2.66195541924709	0.219078979363128	12.1506656046395	5.69004572368956e-34	2.44945088313388e-31	FREM2	ENSG00000150893	FREM2	protein_coding	FRAS1 related extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:25396]	13	38687077	38887131	1
ENSG00000152127	962.855722995154	3.33816513433647	0.276701625759957	12.0641327103455	1.63374393732744e-33	6.89504009941877e-31	MGAT5	ENSG00000152127	MGAT5	protein_coding	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7049]	2	134119983	134454621	1
ENSG00000183876	4132.08230151309	-3.42012390718518	0.285952840533513	-11.9604473968649	5.72526189800742e-33	2.36981802101368e-30	ARSI	ENSG00000183876	ARSI	protein_coding	arylsulfatase family member I [Source:HGNC Symbol;Acc:HGNC:32521]	5	150296343	150339307	-1
ENSG00000151490	208.307691014487	3.66755459665022	0.306680927069216	11.9588610602526	5.83568223356922e-33	2.36994763010083e-30	PTPRO	ENSG00000151490	PTPRO	protein_coding	protein tyrosine phosphatase receptor type O [Source:HGNC Symbol;Acc:HGNC:9678]	12	15322508	15598331	1
ENSG00000147408	532.193752012988	3.58236220730637	0.301683748734437	11.8745614317456	1.60473433679356e-32	6.396352197249e-30	CSGALNACT1	ENSG00000147408	CSGALNACT1	protein_coding	chondroitin sulfate N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24290]	8	19404161	19758029	-1
ENSG00000214357	200.110275896377	-4.18494441687921	0.354254778337328	-11.8133746466907	3.32925138969623e-32	1.30288739839676e-29	NEURL1B	ENSG00000214357	NEURL1B	protein_coding	neuralized E3 ubiquitin protein ligase 1B [Source:HGNC Symbol;Acc:HGNC:35422]	5	172641266	172691540	1
ENSG00000139629	7832.64903087985	-2.72107532397886	0.230698277530375	-11.7949529277287	4.14432295224934e-32	1.59290012900384e-29	GALNT6	ENSG00000139629	GALNT6	protein_coding	polypeptide N-acetylgalactosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4128]	12	51351247	51392867	-1
ENSG00000167771	405.864290358795	3.15880598404745	0.271596119781565	11.6305269257453	2.88312333137954e-31	1.08870783481778e-28	RCOR2	ENSG00000167771	RCOR2	protein_coding	REST corepressor 2 [Source:HGNC Symbol;Acc:HGNC:27455]	11	63911230	63917164	-1
ENSG00000174343	1363.96890449554	2.75843039845531	0.238257739615338	11.5775059517845	5.35823255442001e-31	1.95475588985316e-28	CHRNA9	ENSG00000174343	CHRNA9	protein_coding	cholinergic receptor nicotinic alpha 9 subunit [Source:HGNC Symbol;Acc:HGNC:14079]	4	40335333	40355217	1
ENSG00000197977	291.345062634593	3.29872641041488	0.284890019412454	11.5789469115768	5.26893234761199e-31	1.95475588985316e-28	ELOVL2	ENSG00000197977	ELOVL2	protein_coding	ELOVL fatty acid elongase 2 [Source:HGNC Symbol;Acc:HGNC:14416]	6	10980759	11044305	-1
ENSG00000127955	866.623378787832	2.50115827922857	0.216398463601913	11.5581147740018	6.71671892161485e-31	2.40951096781397e-28	GNAI1	ENSG00000127955	GNAI1	protein_coding	G protein subunit alpha i1 [Source:HGNC Symbol;Acc:HGNC:4384]	7	79768028	80226181	1
ENSG00000076706	2699.67868829139	3.23718855932417	0.281359004043635	11.5055445633513	1.23706049516813e-30	4.36499837672113e-28	MCAM	ENSG00000076706	AP002956.1	protein_coding	melanoma cell adhesion molecule [Source:NCBI gene;Acc:4162]	11	119308529	119321521	-1
ENSG00000169436	3368.19350753196	-2.54283328777039	0.221514856713241	-11.4792900372465	1.67651481487308e-30	5.82021046376262e-28	COL22A1	ENSG00000169436	COL22A1	protein_coding	collagen type XXII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22989]	8	138588235	138914041	-1
ENSG00000055118	400.29685628397	3.0433882267523	0.26668367625811	11.4119779262633	3.64348781864713e-30	1.24480050489779e-27	KCNH2	ENSG00000055118	KCNH2	protein_coding	potassium voltage-gated channel subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:6251]	7	150944961	150978315	-1
ENSG00000239789	27149.4260758127	-2.5950568661091	0.229267558632135	-11.3189012941553	1.05789437857122e-29	3.55783103193234e-27	MRPS17	ENSG00000239789	MRPS17	protein_coding	mitochondrial ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:14047]	7	55951877	55956500	1
ENSG00000253368	362.894175918136	2.9758029952185	0.263168099616806	11.3076128890679	1.20318464686989e-29	3.98420712911192e-27	TRNP1	ENSG00000253368	TRNP1	protein_coding	TMF1 regulated nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:34348]	1	26993692	27000886	1
ENSG00000173918	905.469738193242	-3.50140608878143	0.310762234245036	-11.2671544445796	1.90631511449167e-29	6.21689795823009e-27	C1QTNF1	ENSG00000173918	C1QTNF1	protein_coding	C1q and TNF related 1 [Source:HGNC Symbol;Acc:HGNC:14324]	17	79022814	79049788	1
ENSG00000234745	11405.3927918402	-2.63502714988552	0.234135701390772	-11.2542732023924	2.20637443612676e-29	7.08806020346154e-27	HLA-B	ENSG00000234745	HLA-B	protein_coding	major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]	6	31269491	31357188	-1
ENSG00000132434	37589.3863538711	-2.78151098320941	0.249138395146281	-11.1645215566884	6.08177571885848e-29	1.92506089077514e-26	LANCL2	ENSG00000132434	LANCL2	protein_coding	LanC like 2 [Source:HGNC Symbol;Acc:HGNC:6509]	7	55365448	55433742	1
ENSG00000162490	258.677541837223	3.91842832398681	0.352269656902382	11.123377353709	9.65465809408025e-29	3.01169363502874e-26	DRAXIN	ENSG00000162490	DRAXIN	protein_coding	dorsal inhibitory axon guidance protein [Source:HGNC Symbol;Acc:HGNC:25054]	1	11691710	11725857	1
ENSG00000128805	749.61248233734	-2.38665620175405	0.216158719873423	-11.0412210210701	2.41725768940697e-28	7.43272207239936e-26	ARHGAP22	ENSG00000128805	ARHGAP22	protein_coding	Rho GTPase activating protein 22 [Source:HGNC Symbol;Acc:HGNC:30320]	10	48446034	48656265	-1
ENSG00000080493	901.432817990034	3.29938278822383	0.301132849458009	10.9565688172585	6.17981656891186e-28	1.87344185675013e-25	SLC4A4	ENSG00000080493	SLC4A4	protein_coding	solute carrier family 4 member 4 [Source:HGNC Symbol;Acc:HGNC:11030]	4	71062667	71572087	1
ENSG00000156475	706.728900563745	-2.83717240027739	0.259755270101511	-10.922482531995	9.0001590167781e-28	2.69054753718239e-25	PPP2R2B	ENSG00000156475	PPP2R2B	protein_coding	protein phosphatase 2 regulatory subunit Bbeta [Source:HGNC Symbol;Acc:HGNC:9305]	5	146581146	147084784	-1
ENSG00000141441	199.634204111211	4.37672969926067	0.401308321349817	10.9061523681825	1.0771964999359e-27	3.17610650200279e-25	GAREM1	ENSG00000141441	GAREM1	protein_coding	GRB2 associated regulator of MAPK1 subtype 1 [Source:HGNC Symbol;Acc:HGNC:26136]	18	32124877	32470882	-1
ENSG00000134321	1335.3413656243	-3.46987155086812	0.318305396890125	-10.9010767167918	1.13901375439006e-27	3.31299081749888e-25	RSAD2	ENSG00000134321	RSAD2	protein_coding	radical S-adenosyl methionine domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30908]	2	6865806	6898239	1
ENSG00000261327	146.43115601344	4.12902588086019	0.37905471768672	10.8929547323897	1.24533109796541e-27	3.57393420701432e-25	NA	ENSG00000261327	AC134312.5	lncRNA	novel transcript	16	88177298	88186929	-1
ENSG00000139219	258.26956041646	3.52506742531993	0.323679258889307	10.8906188101643	1.27769132593945e-27	3.61855632888431e-25	COL2A1	ENSG00000139219	COL2A1	protein_coding	collagen type II alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2200]	12	47972967	48004554	-1
ENSG00000285556	236.343281218133	-3.50184319067452	0.322988709512813	-10.8419987681817	2.17662783307985e-27	6.08438149080658e-25	NA	ENSG00000285556	AL354897.1	lncRNA	Novel transcript	9	85167346	85194283	1
ENSG00000205809	111.593267756348	4.72277675312741	0.435742162648142	10.8384663178464	2.26231796884531e-27	6.2428374309521e-25	KLRC2	ENSG00000205809	KLRC2	protein_coding	killer cell lectin like receptor C2 [Source:HGNC Symbol;Acc:HGNC:6375]	12	10426854	10442300	-1
ENSG00000165449	453.029725609648	3.18461176983992	0.294570619347596	10.811029887818	3.05223912688129e-27	8.31599936291048e-25	SLC16A9	ENSG00000165449	SLC16A9	protein_coding	solute carrier family 16 member 9 [Source:HGNC Symbol;Acc:HGNC:23520]	10	59650761	59736002	-1
ENSG00000163406	146.48986251398	4.47136982619935	0.413647313708311	10.8096189145142	3.09954993130056e-27	8.33933909016415e-25	SLC15A2	ENSG00000163406	SLC15A2	protein_coding	solute carrier family 15 member 2 [Source:HGNC Symbol;Acc:HGNC:10921]	3	121894401	121944188	1
ENSG00000125726	486.064091830349	-3.13320134185582	0.289949604604027	-10.8060203983886	3.22352833077478e-27	8.56583009772794e-25	CD70	ENSG00000125726	CD70	protein_coding	CD70 molecule [Source:NCBI gene;Acc:970]	19	6583183	6604103	-1
ENSG00000125347	2214.52201380086	-2.48946656253608	0.230916288418984	-10.7808183631425	4.24095775515494e-27	1.11319969173116e-24	IRF1	ENSG00000125347	IRF1	protein_coding	interferon regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:6116]	5	132481609	132490777	-1
ENSG00000198732	1476.90468292065	-2.82247355060491	0.2644114447364	-10.674551373594	1.33902753883309e-26	3.47243719829438e-24	SMOC1	ENSG00000198732	SMOC1	protein_coding	SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318]	14	69854131	70032366	1
ENSG00000134775	397.069809670772	-4.15540976916654	0.389347532771721	-10.6727522827348	1.36521540236625e-26	3.49820194292037e-24	FHOD3	ENSG00000134775	FHOD3	protein_coding	formin homology 2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26178]	18	36297714	36780055	1
ENSG00000155886	2429.18707410359	-3.02190979589642	0.283718329405582	-10.65109117986	1.72333017976151e-26	4.36387750461019e-24	SLC24A2	ENSG00000155886	SLC24A2	protein_coding	solute carrier family 24 member 2 [Source:HGNC Symbol;Acc:HGNC:10976]	9	19507452	19786928	-1
ENSG00000157601	3818.33103456477	-3.16849776745866	0.299090778765349	-10.5937661486531	3.18513466005511e-26	7.9717253980263e-24	MX1	ENSG00000157601	MX1	protein_coding	MX dynamin like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:7532]	21	41420304	41459214	1
ENSG00000182985	8514.05194026515	-2.28224136458363	0.216475217940931	-10.5427373456041	5.48778922450867e-26	1.35769166975086e-23	CADM1	ENSG00000182985	CADM1	protein_coding	cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5951]	11	115169218	115504957	-1
ENSG00000083454	137.416976342386	4.41759451528562	0.42065969421112	10.5015873307523	8.49396377262041e-26	2.07754632093047e-23	P2RX5	ENSG00000083454	P2RX5	protein_coding	purinergic receptor P2X 5 [Source:HGNC Symbol;Acc:HGNC:8536]	17	3672199	3696240	-1
ENSG00000012779	259.893437218922	-3.60645910303118	0.343550020578775	-10.4976244709734	8.85812490464257e-26	2.14227281401715e-23	ALOX5	ENSG00000012779	ALOX5	protein_coding	arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]	10	45374176	45446119	1
ENSG00000198768	175.865180727371	-3.88715627399844	0.371159553338704	-10.4730061210393	1.14934035584772e-25	2.74871131325182e-23	APCDD1L	ENSG00000198768	APCDD1L	protein_coding	APC down-regulated 1 like [Source:HGNC Symbol;Acc:HGNC:26892]	20	58459101	58515131	-1
ENSG00000126709	1546.99337877355	-2.63774833903559	0.252626198770993	-10.4413095390266	1.60580046803753e-25	3.7981592608835e-23	IFI6	ENSG00000126709	IFI6	protein_coding	interferon alpha inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]	1	27666064	27672198	-1
ENSG00000133106	414.661588385351	-3.3370471903655	0.321175825564508	-10.3900945362255	2.75080321353718e-25	6.43568351827982e-23	EPSTI1	ENSG00000133106	EPSTI1	protein_coding	epithelial stromal interaction 1 [Source:HGNC Symbol;Acc:HGNC:16465]	13	42886388	42992271	-1
ENSG00000172005	627.991860129885	-3.49564259201605	0.34085847743358	-10.255407517911	1.11902977165933e-24	2.58989212959091e-22	MAL	ENSG00000172005	MAL	protein_coding	mal, T cell differentiation protein [Source:HGNC Symbol;Acc:HGNC:6817]	2	95025677	95053992	1
ENSG00000183780	155.944849969028	3.8000043296115	0.372324914708459	10.2061510779825	1.86101205850276e-24	4.26132165395887e-22	SLC35F3	ENSG00000183780	SLC35F3	protein_coding	solute carrier family 35 member F3 [Source:HGNC Symbol;Acc:HGNC:23616]	1	233904676	234324511	1
ENSG00000178665	4734.00838846093	-2.42368637661195	0.237707534127738	-10.1960856457731	2.06425153869035e-24	4.67694211776537e-22	ZNF713	ENSG00000178665	ZNF713	protein_coding	zinc finger protein 713 [Source:HGNC Symbol;Acc:HGNC:22043]	7	55887456	55942530	1
ENSG00000153822	378.999068981314	-2.69215578920893	0.264272890217305	-10.1870297289867	2.26581346172347e-24	5.0801425989725e-22	KCNJ16	ENSG00000153822	KCNJ16	protein_coding	potassium voltage-gated channel subfamily J member 16 [Source:HGNC Symbol;Acc:HGNC:6262]	17	70053429	70135608	1
ENSG00000187608	932.066710653846	-2.35002499974496	0.230830619742911	-10.1807333982048	2.41732559840692e-24	5.36397074021758e-22	ISG15	ENSG00000187608	ISG15	protein_coding	ISG15 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:4053]	1	1001138	1014540	1
