	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	ensembl	external_gene	gene_biotype	description	chromosome_name	start_position	end_position	strand
ENSG00000133858	4275.78838209805	2.26237584564758	0.266616314463797	8.4855116619459	2.1477158716535e-17	1.81416625889061e-14	ZFC3H1	ENSG00000133858	ZFC3H1	protein_coding	zinc finger C3H1-type containing [Source:HGNC Symbol;Acc:HGNC:28328]	12	71609472	71667725	-1
ENSG00000176887	579.393064269987	-2.21758700243641	0.271575548592329	-8.16563572799885	3.19746796515937e-16	2.58835031779651e-13	SOX11	ENSG00000176887	SOX11	protein_coding	SRY-box 11 [Source:HGNC Symbol;Acc:HGNC:11191]	2	5692384	5701385	1
ENSG00000285940	118.95402722459	-5.86165056158358	0.718284043584864	-8.16063034385232	3.33280691000272e-16	2.58999090590131e-13	NA	ENSG00000285940	AC009899.1	lncRNA	novel transcript, antisense to CELF4	18	37565281	37762131	1
ENSG00000196083	9930.61254961729	-2.01378982442796	0.250269337969649	-8.04649039616743	8.52020698705091e-16	6.36656082093942e-13	IL1RAP	ENSG00000196083	IL1RAP	protein_coding	interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5995]	3	190514051	190659750	1
ENSG00000121281	289.239886547451	2.52389652747822	0.321653042319921	7.84664279645743	4.2732213454963e-15	3.07482015927045e-12	ADCY7	ENSG00000121281	ADCY7	protein_coding	adenylate cyclase 7 [Source:HGNC Symbol;Acc:HGNC:238]	16	50246137	50318135	1
ENSG00000139291	9548.96029742822	2.77012203736117	0.354339596536973	7.81770387626471	5.37955577070252e-15	3.7326431969003e-12	TMEM19	ENSG00000139291	TMEM19	protein_coding	transmembrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25605]	12	71686087	71705046	1
ENSG00000169436	82.951593348681	-3.61651415163362	0.489426255750185	-7.38929329831372	1.47611240838421e-13	9.88893512761669e-11	COL22A1	ENSG00000169436	COL22A1	protein_coding	collagen type XXII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22989]	8	138588235	138914041	-1
ENSG00000116745	336.644689599425	-2.13273233202291	0.289394609121199	-7.36963393512876	1.71097194759351e-13	1.09566822907468e-10	RPE65	ENSG00000116745	RPE65	protein_coding	retinoid isomerohydrolase RPE65 [Source:HGNC Symbol;Acc:HGNC:10294]	1	68428822	68449954	-1
ENSG00000187955	175.310010332512	3.85097172593488	0.52274992940663	7.36675704634928	1.74828675629582e-13	1.09566822907468e-10	COL14A1	ENSG00000187955	COL14A1	protein_coding	collagen type XIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2191]	8	120059780	120373573	1
ENSG00000230615	230.677181876395	-2.14076994914621	0.2917365170452	-7.33802532102806	2.16768166072557e-13	1.31605372826801e-10	NA	ENSG00000230615	AL139220.2	lncRNA	novel transcript	1	44030437	44115913	1
ENSG00000089169	198.644092231261	5.40466060345631	0.753578230067478	7.17199673214069	7.39117069386472e-13	4.35138376486072e-10	RPH3A	ENSG00000089169	RPH3A	protein_coding	rabphilin 3A [Source:HGNC Symbol;Acc:HGNC:17056]	12	112570380	112898881	1
ENSG00000156140	3066.311304947	-1.56797004308947	0.221150324948169	-7.09006438700442	1.34049618250534e-12	7.65975289226873e-10	ADAMTS3	ENSG00000156140	ADAMTS3	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif 3 [Source:HGNC Symbol;Acc:HGNC:219]	4	72280969	72569221	-1
ENSG00000101938	653.348175600775	3.8222767976899	0.539843243439101	7.08034571913854	1.4379527307093e-12	7.98187018634866e-10	CHRDL1	ENSG00000101938	CHRDL1	protein_coding	chordin like 1 [Source:HGNC Symbol;Acc:HGNC:29861]	X	110673856	110795819	-1
ENSG00000164946	229.268771732637	2.95281784441482	0.41926914445852	7.04277403534747	1.88449712010661e-12	1.01700027915087e-09	FREM1	ENSG00000164946	FREM1	protein_coding	FRAS1 related extracellular matrix 1 [Source:HGNC Symbol;Acc:HGNC:23399]	9	14734666	14910995	-1
ENSG00000151617	123.658782025791	4.53378272376889	0.64807724903396	6.99574430444373	2.63854368052023e-12	1.38544936824722e-09	EDNRA	ENSG00000151617	EDNRA	protein_coding	endothelin receptor type A [Source:HGNC Symbol;Acc:HGNC:3179]	4	147480917	147544954	1
ENSG00000143226	1309.30926190175	-1.77979166782299	0.261013176693689	-6.81878091507868	9.18162953521701e-12	4.69422891079463e-09	FCGR2A	ENSG00000143226	FCGR2A	protein_coding	Fc fragment of IgG receptor IIa [Source:HGNC Symbol;Acc:HGNC:3616]	1	161505430	161524013	1
ENSG00000101608	566.689619658001	2.87045572389226	0.421909125893663	6.80349285598465	1.02112556314551e-11	5.08677626686947e-09	MYL12A	ENSG00000101608	MYL12A	protein_coding	myosin light chain 12A [Source:HGNC Symbol;Acc:HGNC:16701]	18	3247481	3256236	1
ENSG00000166582	1102.23872950647	1.80436843976754	0.267847956319098	6.73653988092378	1.62202788200998e-11	7.87818942292246e-09	CENPV	ENSG00000166582	CENPV	protein_coding	centromere protein V [Source:HGNC Symbol;Acc:HGNC:29920]	17	16342534	16353656	-1
ENSG00000095303	3514.9566351198	-3.22982337440627	0.48428429423664	-6.66927136156112	2.57076534999216e-11	1.21816656633287e-08	PTGS1	ENSG00000095303	PTGS1	protein_coding	prostaglandin-endoperoxide synthase 1 [Source:HGNC Symbol;Acc:HGNC:9604]	9	122370530	122395703	1
ENSG00000007174	3198.48828120602	-1.78675864725289	0.269257725946536	-6.63586770248393	3.22599094085201e-11	1.4922512380684e-08	DNAH9	ENSG00000007174	DNAH9	protein_coding	dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953]	17	11598470	11969748	1
ENSG00000179083	141.653339222309	-4.53075884965609	0.696686451300965	-6.50329691527017	7.85784815547698e-11	3.55028544103737e-08	FAM133A	ENSG00000179083	FAM133A	protein_coding	family with sequence similarity 133 member A [Source:HGNC Symbol;Acc:HGNC:26748]	X	93674013	93712274	1
ENSG00000103260	2240.1504392947	-1.37827763702547	0.212139151197281	-6.4970451198974	8.19129014419262e-11	3.61682693003123e-08	METRN	ENSG00000103260	METRN	protein_coding	meteorin, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:14151]	16	715118	719655	1
ENSG00000077279	587.183858542726	3.45700335383973	0.534461954400167	6.46819352692665	9.91814262053205e-11	4.28199277403771e-08	DCX	ENSG00000077279	DCX	protein_coding	doublecortin [Source:HGNC Symbol;Acc:HGNC:2714]	X	111293779	111412429	-1
ENSG00000099139	393.613218507174	-2.03891454348797	0.316549219847558	-6.44106639867841	1.18636953171517e-10	5.01060592655702e-08	PCSK5	ENSG00000099139	PCSK5	protein_coding	proprotein convertase subtilisin/kexin type 5 [Source:HGNC Symbol;Acc:HGNC:8747]	9	75890644	76362339	1
ENSG00000168477	450.735997312988	-3.51793308631017	0.550474351168109	-6.39073024718608	1.65095405319444e-10	6.82441177563012e-08	TNXB	ENSG00000168477	TNXB	protein_coding	tenascin XB [Source:HGNC Symbol;Acc:HGNC:11976]	6	32041153	32115334	-1
ENSG00000133863	1086.0364220312	2.5328533754907	0.398320878564534	6.35882654361121	2.03300817655938e-10	8.22860059462407e-08	TEX15	ENSG00000133863	TEX15	protein_coding	testis expressed 15, meiosis and synapsis associated [Source:HGNC Symbol;Acc:HGNC:11738]	8	30831544	30913003	-1
ENSG00000127328	3268.08268193271	2.96376996474886	0.467773067083217	6.33591408592492	2.35938239570678e-10	9.19939993610265e-08	RAB3IP	ENSG00000127328	RAB3IP	protein_coding	RAB3A interacting protein [Source:HGNC Symbol;Acc:HGNC:16508]	12	69738681	69823204	1
ENSG00000274956	1473.10203525161	1.93217041797549	0.304980957690072	6.33538051886834	2.36756226479891e-10	9.19939993610265e-08	UG0898H09	ENSG00000274956	NKAIN3-IT1	lncRNA	NKAIN3 intronic transcript [Source:HGNC Symbol;Acc:HGNC:48595]	8	62977861	62984900	1
ENSG00000169213	156.777506896566	3.13273743577273	0.500257163484105	6.2622540254184	3.79452133820513e-10	1.44548942271861e-07	RAB3B	ENSG00000169213	RAB3B	protein_coding	RAB3B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9778]	1	51907956	51990700	-1
ENSG00000233560	97.7368978501712	3.11643209276661	0.498313377822845	6.25396032188107	4.00172721506316e-10	1.49510685258167e-07	NA	ENSG00000233560	KRT8P39	processed_pseudogene	keratin 8 pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:39873]	12	68705634	68707066	1
ENSG00000224982	773.834461795395	-1.83353069091645	0.293342013051613	-6.25048785832751	4.09172544275631e-10	1.49988758305414e-07	TMEM233	ENSG00000224982	TMEM233	protein_coding	transmembrane protein 233 [Source:HGNC Symbol;Acc:HGNC:37219]	12	119593774	119643075	1
ENSG00000082497	160.455835335428	4.97669271837961	0.801345160390774	6.21042337855105	5.28420372550647e-10	1.90113907368777e-07	SERTAD4	ENSG00000082497	SERTAD4	protein_coding	SERTA domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25236]	1	210232796	210246631	1
ENSG00000179104	1257.92635356232	-1.66423594659164	0.268625962403099	-6.19536522718638	5.81500314631002e-10	2.05407056593657e-07	TMTC2	ENSG00000179104	TMTC2	protein_coding	transmembrane and tetratricopeptide repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:25440]	12	82686880	83134870	1
ENSG00000257815	215.662781059079	2.14525424823717	0.349357592008598	6.14056856730446	8.22266316478819e-10	2.8526767850983e-07	LINC01481	ENSG00000257815	AC025159.1	lncRNA	novel transcript	12	69901918	70243379	-1
ENSG00000112164	72.0813771788275	4.54862435813253	0.744975748797854	6.10573480475373	1.02328794787748e-09	3.48779618444977e-07	GLP1R	ENSG00000112164	GLP1R	protein_coding	glucagon like peptide 1 receptor [Source:HGNC Symbol;Acc:HGNC:4324]	6	39048781	39091303	1
ENSG00000116132	2404.04689916564	1.5229980363167	0.25359404055879	6.00565389060723	1.90562317397373e-09	6.3831805213727e-07	PRRX1	ENSG00000116132	PRRX1	protein_coding	paired related homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9142]	1	170662728	170739421	1
ENSG00000142227	2385.36305305099	-1.43209308892695	0.239004438675178	-5.99191001165153	2.07390682114766e-09	6.82912910529774e-07	EMP3	ENSG00000142227	EMP3	protein_coding	epithelial membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:3335]	19	48321509	48330553	1
ENSG00000237179	57.3887696169369	9.04503248138979	1.51582314784201	5.9670763665713	2.41542378212533e-09	7.82114220652183e-07	LINC01797	ENSG00000237179	LINC01797	lncRNA	long intergenic non-protein coding RNA 1797 [Source:HGNC Symbol;Acc:HGNC:52587]	2	66696190	66703252	-1
ENSG00000183098	1161.59471212919	1.70443229574776	0.291865457068942	5.83978766403025	5.22673949119995e-09	1.66467368582021e-06	GPC6	ENSG00000183098	GPC6	protein_coding	glypican 6 [Source:HGNC Symbol;Acc:HGNC:4454]	13	93226807	94408020	1
ENSG00000085117	2307.08658533798	-2.98383356326983	0.514387521081887	-5.80075029229728	6.6018850723137e-09	2.06873263201469e-06	CD82	ENSG00000085117	CD82	protein_coding	CD82 molecule [Source:HGNC Symbol;Acc:HGNC:6210]	11	44564427	44620358	1
ENSG00000257818	62.0693977926405	3.30576469681525	0.571731601034166	5.78202200269441	7.38080513772437e-09	2.27609971770967e-06	NA	ENSG00000257818	C1GALT1P1	processed_pseudogene	C1GALT1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51614]	12	69284397	69285485	1
ENSG00000165071	1244.11939291684	-1.47158688629389	0.25837156876274	-5.69562236797515	1.22922683682104e-08	3.73147171652487e-06	TMEM71	ENSG00000165071	TMEM71	protein_coding	transmembrane protein 71 [Source:HGNC Symbol;Acc:HGNC:26572]	8	132685007	132760712	-1
ENSG00000111605	4658.86758445713	1.84841514751323	0.325428958350036	5.67993443756488	1.3474638186752e-08	4.02746570295718e-06	CPSF6	ENSG00000111605	CPSF6	protein_coding	cleavage and polyadenylation specific factor 6 [Source:HGNC Symbol;Acc:HGNC:13871]	12	69239569	69274358	1
ENSG00000110080	2217.20255189149	-1.68290894445556	0.29693144903564	-5.66766824437503	1.44753893409434e-08	4.26102824417952e-06	ST3GAL4	ENSG00000110080	ST3GAL4	protein_coding	ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]	11	126355640	126440344	1
ENSG00000104689	129.819951067998	2.99415500199924	0.52930948014684	5.65671901657345	1.54294051203198e-08	4.47406690563541e-06	TNFRSF10A	ENSG00000104689	TNFRSF10A	protein_coding	TNF receptor superfamily member 10a [Source:HGNC Symbol;Acc:HGNC:11904]	8	23190452	23225126	-1
ENSG00000181104	484.657804543084	1.8226339892716	0.323365585427154	5.63645010913565	1.73591296283135e-08	4.95960544733639e-06	F2R	ENSG00000181104	F2R	protein_coding	coagulation factor II thrombin receptor [Source:HGNC Symbol;Acc:HGNC:3537]	5	76716126	76735770	1
ENSG00000165105	250.21924060584	2.94651262345098	0.523260120995502	5.63106666306853	1.79098479849882e-08	5.04279024133841e-06	RASEF	ENSG00000165105	RASEF	protein_coding	RAS and EF-hand domain containing [Source:HGNC Symbol;Acc:HGNC:26464]	9	82979590	83063177	-1
ENSG00000124260	831.174712404967	2.45652764233192	0.43731458116922	5.6173010187862	1.93963341378476e-08	5.23377749486255e-06	MAGEA10	ENSG00000124260	MAGEA10	protein_coding	MAGE family member A10 [Source:HGNC Symbol;Acc:HGNC:6797]	X	152133310	152138578	-1
ENSG00000154764	82.1801875540057	-3.10615631708508	0.55250293079827	-5.62197256147985	1.88789255732209e-08	5.23377749486255e-06	WNT7A	ENSG00000154764	WNT7A	protein_coding	Wnt family member 7A [Source:HGNC Symbol;Acc:HGNC:12786]	3	13816258	13880121	-1
ENSG00000168077	2807.24202489016	-1.43451502258197	0.255307804037802	-5.61876683710604	1.92325190498876e-08	5.23377749486255e-06	SCARA3	ENSG00000168077	SCARA3	protein_coding	scavenger receptor class A member 3 [Source:HGNC Symbol;Acc:HGNC:19000]	8	27633868	27676776	1
ENSG00000163898	232.612966145718	-1.79576307824144	0.32241510863483	-5.5697237199741	2.55143587553825e-08	6.79031454656946e-06	LIPH	ENSG00000163898	LIPH	protein_coding	lipase H [Source:HGNC Symbol;Acc:HGNC:18483]	3	185506262	185552588	-1
ENSG00000145685	1191.69923458597	1.21780880531001	0.219981678624898	5.53595559831396	3.09535983175025e-08	8.12657443395187e-06	LHFPL2	ENSG00000145685	LHFPL2	protein_coding	LHFPL tetraspan subfamily member 2 [Source:HGNC Symbol;Acc:HGNC:6588]	5	78485215	78770021	-1
ENSG00000007314	1718.58678730744	-2.35100448270106	0.427728503937407	-5.49648775112986	3.87429991861869e-08	1.00359865091899e-05	SCN4A	ENSG00000007314	SCN4A	protein_coding	sodium voltage-gated channel alpha subunit 4 [Source:HGNC Symbol;Acc:HGNC:10591]	17	63938554	63972918	-1
ENSG00000130600	4144.68053878774	-2.21075429184567	0.40481009845581	-5.46121329551515	4.72891469807013e-08	1.20885993097508e-05	H19	ENSG00000130600	H19	lncRNA	H19 imprinted maternally expressed transcript [Source:HGNC Symbol;Acc:HGNC:4713]	11	1995176	2001470	-1
ENSG00000112208	271.700065013798	1.58963531101619	0.295282041665885	5.38344730362872	7.30726471244159e-08	1.82758049433066e-05	BAG2	ENSG00000112208	BAG2	protein_coding	BCL2 associated athanogene 2 [Source:HGNC Symbol;Acc:HGNC:938]	6	57172326	57189833	1
ENSG00000286563	57.2042838861992	3.75632825120421	0.697851215953609	5.38270646425859	7.33741396735595e-08	1.82758049433066e-05	NA	ENSG00000286563	AC078983.1	lncRNA	novel transcript	12	67329014	67350924	1
ENSG00000237742	104.028450333241	2.45539154633592	0.460371896435284	5.3334957354007	9.63398268720837e-08	2.36922804616562e-05	NA	ENSG00000237742	AL365259.1	lncRNA	novel transcript, antisense to HEY2	6	125577545	125749190	-1
ENSG00000024422	232.683783894005	-1.72501017350066	0.324016162135581	-5.32383990394544	1.01599333828617e-07	2.46673782035671e-05	EHD2	ENSG00000024422	EHD2	protein_coding	EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]	19	47713422	47743134	1
ENSG00000196639	597.846790372179	-1.21951868339331	0.229177871340313	-5.32127589920064	1.03041989704771e-07	2.46673782035671e-05	HRH1	ENSG00000196639	HRH1	protein_coding	histamine receptor H1 [Source:HGNC Symbol;Acc:HGNC:5182]	3	11137093	11263557	1
ENSG00000224383	305.212273866781	-1.9131976809035	0.359664647679322	-5.31939319932639	1.04113908415303e-07	2.46673782035671e-05	PRR29	ENSG00000224383	PRR29	protein_coding	proline rich 29 [Source:HGNC Symbol;Acc:HGNC:25673]	17	63998351	64004304	1
ENSG00000152229	78.010742131785	2.38370606835478	0.448902202457301	5.31007879958334	1.0957784702466e-07	2.56491374939167e-05	PSTPIP2	ENSG00000152229	PSTPIP2	protein_coding	proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581]	18	45983536	46072272	-1
ENSG00000205929	1707.40179157797	-1.27708650053239	0.241046990021031	-5.29808109373601	1.17025994556413e-07	2.70664407409761e-05	C21orf62	ENSG00000205929	C21orf62	protein_coding	chromosome 21 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:1305]	21	32790673	32813743	-1
ENSG00000185215	148.410892039767	1.75241189055603	0.330932294034432	5.29537891026646	1.18769875781409e-07	2.71466017256612e-05	TNFAIP2	ENSG00000185215	TNFAIP2	protein_coding	TNF alpha induced protein 2 [Source:HGNC Symbol;Acc:HGNC:11895]	14	103123442	103137439	1
ENSG00000050767	214.380713597204	2.59638529316868	0.493609309722109	5.26000065645113	1.44054887340416e-07	3.25430040842976e-05	COL23A1	ENSG00000050767	COL23A1	protein_coding	collagen type XXIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22990]	5	178237618	178590393	-1
ENSG00000231609	66.4276968155537	-2.85277277219359	0.547382253472784	-5.21166470797071	1.8715357539567e-07	4.17933294573227e-05	LOC100132215	ENSG00000231609	AC007098.1	lncRNA	novel transcript, antisense to EHBP1	2	62957326	63048640	-1
ENSG00000139219	141.014783611254	3.77070414037635	0.724668453805007	5.20335074692097	1.95726956789455e-07	4.32111740511992e-05	COL2A1	ENSG00000139219	COL2A1	protein_coding	collagen type II alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2200]	12	47972967	48004554	-1
ENSG00000126458	286.398396594755	-1.66798212731764	0.320837868853198	-5.19883183764955	2.00544849853684e-07	4.37773634040154e-05	RRAS	ENSG00000126458	RRAS	protein_coding	RAS related [Source:HGNC Symbol;Acc:HGNC:10447]	19	49635292	49640143	-1
ENSG00000144115	155.291677131264	1.7688654907194	0.341055233071761	5.18644876018431	2.14341961474394e-07	4.62692847502725e-05	THNSL2	ENSG00000144115	THNSL2	protein_coding	threonine synthase like 2 [Source:HGNC Symbol;Acc:HGNC:25602]	2	88170295	88186636	1
ENSG00000197123	104.713597169911	-3.67138143996362	0.709635733782299	-5.17361410254168	2.29608796503688e-07	4.90202164667435e-05	ZNF679	ENSG00000197123	ZNF679	protein_coding	zinc finger protein 679 [Source:HGNC Symbol;Acc:HGNC:28650]	7	64228474	64266931	1
ENSG00000204219	474.187564343325	1.56257716312273	0.302543167121075	5.16480731656188	2.40686730510079e-07	5.08267586994545e-05	TCEA3	ENSG00000204219	TCEA3	protein_coding	transcription elongation factor A3 [Source:HGNC Symbol;Acc:HGNC:11615]	1	23381061	23424740	-1
ENSG00000145703	154.512855107667	1.79621822045977	0.348359533665043	5.15621949990002	2.51985492704265e-07	5.26405822823491e-05	IQGAP2	ENSG00000145703	IQGAP2	protein_coding	IQ motif containing GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:6111]	5	76403285	76708132	1
ENSG00000166073	789.667135905473	1.38091336945534	0.268378281555314	5.14539910402818	2.66952651356516e-07	5.51740011761107e-05	GPR176	ENSG00000166073	GPR176	protein_coding	G protein-coupled receptor 176 [Source:HGNC Symbol;Acc:HGNC:32370]	15	39799032	39920892	-1
ENSG00000166165	19330.8855180881	-1.13576794955007	0.220869362808435	-5.14226117696161	2.71451393371023e-07	5.55132386359183e-05	CKB	ENSG00000166165	CKB	protein_coding	creatine kinase B [Source:HGNC Symbol;Acc:HGNC:1991]	14	103519667	103522833	-1
ENSG00000135547	117.247398669833	2.82769188233533	0.550217818031821	5.13922266721612	2.75877332161687e-07	5.58306750962213e-05	HEY2	ENSG00000135547	HEY2	protein_coding	hes related family bHLH transcription factor with YRPW motif 2 [Source:HGNC Symbol;Acc:HGNC:4881]	6	125747664	125761269	1
ENSG00000154997	146.438691140592	-2.07586467558021	0.406047037864056	-5.11237487779729	3.18133700897968e-07	6.37185725881001e-05	SEPT14	ENSG00000154997	SEPT14	protein_coding	septin 14 [Source:HGNC Symbol;Acc:HGNC:33280]	7	55793540	55862755	-1
ENSG00000128567	6570.64413123369	-1.44738524539735	0.283912504568477	-5.09799752426281	3.43265307487848e-07	6.80505958558563e-05	PODXL	ENSG00000128567	PODXL	protein_coding	podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171]	7	131500262	131558217	-1
ENSG00000178773	123.050374008521	2.7669467476204	0.544392727874999	5.0826298845339	3.72244599305365e-07	7.30501825788348e-05	CPNE7	ENSG00000178773	CPNE7	protein_coding	copine 7 [Source:HGNC Symbol;Acc:HGNC:2320]	16	89575758	89597246	1
